OrderID,ProductID,UnitPrice,Quantity,Discount,ProductName,QuantityPerUnit
1,6,846.51,11,0.1,美的 智能音箱 Advanced,5个/套
2,9,3582.32,20,0.2,小米 智能手环 Mini,1台/件
3,3,6914.28,16,0.15,博世 智能音箱 Advanced,2个/包
3,9,3466.32,2,0.05,小米 智能手环 Mini,1台/件
4,3,6858.35,12,0.0,博世 智能音箱 Advanced,2个/包
5,4,7427.63,18,0.15,博世 智能洗衣机 Basic,1套/箱
5,5,5261.89,19,0.2,格力 智能马桶 Advanced,5个/套
5,6,863.48,3,0.05,美的 智能音箱 Advanced,5个/套
5,7,6523.98,1,0.0,苹果 智能门锁 Elite,5个/套
5,10,5959.87,5,0.2,松下 智能空调 Basic,3个/套
6,3,6975.37,5,0.1,博世 智能音箱 Advanced,2个/包
6,5,5013.41,20,0.15,格力 智能马桶 Advanced,5个/套
6,9,3445.7,12,0.1,小米 智能手环 Mini,1台/件
6,10,5981.19,16,0.05,松下 智能空调 Basic,3个/套
7,1,7037.87,11,0.2,华为 智能空气净化器 Basic,3个/套
7,4,8014.83,1,0.05,博世 智能洗衣机 Basic,1套/箱
7,5,5291.24,5,0.0,格力 智能马桶 Advanced,5个/套
7,6,864.91,10,0.15,美的 智能音箱 Advanced,5个/套
7,7,6461.22,8,0.0,苹果 智能门锁 Elite,5个/套
8,10,5693.19,6,0.05,松下 智能空调 Basic,3个/套
9,3,7027.38,6,0.05,博世 智能音箱 Advanced,2个/包
9,4,7868.4,3,0.1,博世 智能洗衣机 Basic,1套/箱
9,7,6334.94,4,0.2,苹果 智能门锁 Elite,5个/套
9,9,3444.33,5,0.2,小米 智能手环 Mini,1台/件
10,4,7985.31,19,0.05,博世 智能洗衣机 Basic,1套/箱
10,6,824.66,12,0.2,美的 智能音箱 Advanced,5个/套
11,5,5089.19,13,0.0,格力 智能马桶 Advanced,5个/套
11,6,880.84,7,0.1,美的 智能音箱 Advanced,5个/套
11,7,6514.59,14,0.1,苹果 智能门锁 Elite,5个/套
11,9,3575.44,9,0.0,小米 智能手环 Mini,1台/件
11,10,5907.58,10,0.0,松下 智能空调 Basic,3个/套
12,6,873.02,17,0.05,美的 智能音箱 Advanced,5个/套
13,1,7036.01,18,0.2,华为 智能空气净化器 Basic,3个/套
13,3,6822.83,11,0.0,博世 智能音箱 Advanced,2个/包
13,6,822.45,17,0.0,美的 智能音箱 Advanced,5个/套
13,7,6327.2,1,0.0,苹果 智能门锁 Elite,5个/套
13,10,5676.18,18,0.15,松下 智能空调 Basic,3个/套
14,1,6791.66,2,0.15,华为 智能空气净化器 Basic,3个/套
14,4,7941.63,15,0.1,博世 智能洗衣机 Basic,1套/箱
14,5,5251.83,15,0.0,格力 智能马桶 Advanced,5个/套
14,9,3413.4,11,0.05,小米 智能手环 Mini,1台/件
15,4,7423.75,5,0.05,博世 智能洗衣机 Basic,1套/箱
15,5,5068.02,15,0.0,格力 智能马桶 Advanced,5个/套
15,6,833.84,12,0.2,美的 智能音箱 Advanced,5个/套
16,2,6226.35,8,0.0,三星 智能门锁 Advanced,2个/包
16,3,7402.45,5,0.0,博世 智能音箱 Advanced,2个/包
16,5,4899.05,9,0.2,格力 智能马桶 Advanced,5个/套
16,7,6571.0,18,0.05,苹果 智能门锁 Elite,5个/套
16,10,6209.38,4,0.05,松下 智能空调 Basic,3个/套
17,4,7765.8,3,0.15,博世 智能洗衣机 Basic,1套/箱
17,7,6246.68,15,0.2,苹果 智能门锁 Elite,5个/套
17,9,3662.69,16,0.2,小米 智能手环 Mini,1台/件
18,1,7235.96,20,0.2,华为 智能空气净化器 Basic,3个/套
18,4,7861.92,10,0.15,博世 智能洗衣机 Basic,1套/箱
18,5,5238.07,5,0.15,格力 智能马桶 Advanced,5个/套
18,10,5797.78,8,0.0,松下 智能空调 Basic,3个/套
19,1,7269.48,5,0.0,华为 智能空气净化器 Basic,3个/套
19,5,4987.71,18,0.1,格力 智能马桶 Advanced,5个/套
19,6,823.21,10,0.1,美的 智能音箱 Advanced,5个/套
19,7,6591.99,8,0.0,苹果 智能门锁 Elite,5个/套
20,2,6014.7,4,0.2,三星 智能门锁 Advanced,2个/包
20,5,4800.1,11,0.2,格力 智能马桶 Advanced,5个/套
20,9,3432.91,18,0.05,小米 智能手环 Mini,1台/件
20,10,6216.91,9,0.1,松下 智能空调 Basic,3个/套
21,1,6659.16,1,0.0,华为 智能空气净化器 Basic,3个/套
21,3,7213.77,1,0.0,博世 智能音箱 Advanced,2个/包
21,6,863.27,15,0.15,美的 智能音箱 Advanced,5个/套
21,9,3425.04,1,0.05,小米 智能手环 Mini,1台/件
22,2,6194.07,5,0.05,三星 智能门锁 Advanced,2个/包
23,2,6268.55,3,0.0,三星 智能门锁 Advanced,2个/包
23,3,6972.98,18,0.05,博世 智能音箱 Advanced,2个/包
23,7,6302.63,10,0.1,苹果 智能门锁 Elite,5个/套
23,9,3479.44,10,0.0,小米 智能手环 Mini,1台/件
24,3,6867.24,15,0.15,博世 智能音箱 Advanced,2个/包
24,9,3349.79,15,0.0,小米 智能手环 Mini,1台/件
24,10,6223.04,7,0.1,松下 智能空调 Basic,3个/套
25,1,6660.28,17,0.0,华为 智能空气净化器 Basic,3个/套
25,9,3383.71,1,0.05,小米 智能手环 Mini,1台/件
26,1,6742.73,1,0.1,华为 智能空气净化器 Basic,3个/套
26,4,7733.15,16,0.05,博世 智能洗衣机 Basic,1套/箱
26,5,5101.07,4,0.05,格力 智能马桶 Advanced,5个/套
26,7,6811.54,6,0.1,苹果 智能门锁 Elite,5个/套
26,10,5888.76,1,0.0,松下 智能空调 Basic,3个/套
27,6,851.91,13,0.05,美的 智能音箱 Advanced,5个/套
27,7,6549.35,13,0.0,苹果 智能门锁 Elite,5个/套
28,2,6342.09,4,0.1,三星 智能门锁 Advanced,2个/包
28,4,7641.93,20,0.15,博世 智能洗衣机 Basic,1套/箱
28,7,6451.08,14,0.0,苹果 智能门锁 Elite,5个/套
28,9,3562.48,7,0.15,小米 智能手环 Mini,1台/件
28,10,6054.94,12,0.2,松下 智能空调 Basic,3个/套
29,2,6173.43,10,0.2,三星 智能门锁 Advanced,2个/包
29,3,7348.98,8,0.0,博世 智能音箱 Advanced,2个/包
29,4,8009.24,12,0.0,博世 智能洗衣机 Basic,1套/箱
29,5,5161.96,4,0.05,格力 智能马桶 Advanced,5个/套
29,7,6851.29,11,0.2,苹果 智能门锁 Elite,5个/套
30,7,6493.97,3,0.2,苹果 智能门锁 Elite,5个/套
31,3,7044.41,1,0.1,博世 智能音箱 Advanced,2个/包
31,4,7388.47,15,0.15,博世 智能洗衣机 Basic,1套/箱
31,5,4898.24,7,0.0,格力 智能马桶 Advanced,5个/套
31,10,5819.39,9,0.1,松下 智能空调 Basic,3个/套
32,1,7080.82,4,0.0,华为 智能空气净化器 Basic,3个/套
32,4,7531.76,15,0.05,博世 智能洗衣机 Basic,1套/箱
32,5,5075.47,2,0.1,格力 智能马桶 Advanced,5个/套
32,6,821.45,6,0.05,美的 智能音箱 Advanced,5个/套
32,7,6858.1,16,0.05,苹果 智能门锁 Elite,5个/套
33,2,6027.71,7,0.2,三星 智能门锁 Advanced,2个/包
34,1,7137.36,18,0.0,华为 智能空气净化器 Basic,3个/套
35,3,6842.4,18,0.15,博世 智能音箱 Advanced,2个/包
35,4,7634.03,11,0.15,博世 智能洗衣机 Basic,1套/箱
35,5,5287.3,18,0.2,格力 智能马桶 Advanced,5个/套
35,10,5921.74,11,0.1,松下 智能空调 Basic,3个/套
36,5,5048.72,9,0.0,格力 智能马桶 Advanced,5个/套
36,9,3512.93,3,0.15,小米 智能手环 Mini,1台/件
37,1,7048.05,19,0.2,华为 智能空气净化器 Basic,3个/套
37,2,5908.72,14,0.1,三星 智能门锁 Advanced,2个/包
38,3,7061.48,11,0.05,博世 智能音箱 Advanced,2个/包
39,7,6485.52,1,0.2,苹果 智能门锁 Elite,5个/套
40,2,6023.23,8,0.1,三星 智能门锁 Advanced,2个/包
40,10,5991.01,18,0.0,松下 智能空调 Basic,3个/套
41,3,6989.84,10,0.05,博世 智能音箱 Advanced,2个/包
41,4,7646.87,15,0.05,博世 智能洗衣机 Basic,1套/箱
41,6,817.97,6,0.15,美的 智能音箱 Advanced,5个/套
41,7,6607.53,18,0.15,苹果 智能门锁 Elite,5个/套
41,10,5910.32,8,0.05,松下 智能空调 Basic,3个/套
42,1,6674.02,6,0.2,华为 智能空气净化器 Basic,3个/套
42,2,6398.31,16,0.1,三星 智能门锁 Advanced,2个/包
42,7,6477.33,5,0.2,苹果 智能门锁 Elite,5个/套
42,9,3427.8,17,0.2,小米 智能手环 Mini,1台/件
42,10,6227.61,11,0.0,松下 智能空调 Basic,3个/套
43,2,6350.37,2,0.0,三星 智能门锁 Advanced,2个/包
43,4,8120.46,18,0.15,博世 智能洗衣机 Basic,1套/箱
43,9,3401.35,14,0.15,小米 智能手环 Mini,1台/件
44,4,7627.48,16,0.2,博世 智能洗衣机 Basic,1套/箱
45,4,8058.54,4,0.2,博世 智能洗衣机 Basic,1套/箱
45,6,868.47,5,0.0,美的 智能音箱 Advanced,5个/套
45,7,6775.72,11,0.05,苹果 智能门锁 Elite,5个/套
45,9,3637.75,2,0.0,小米 智能手环 Mini,1台/件
45,10,5941.01,15,0.1,松下 智能空调 Basic,3个/套
46,1,6852.76,3,0.2,华为 智能空气净化器 Basic,3个/套
46,4,7924.47,5,0.0,博世 智能洗衣机 Basic,1套/箱
46,5,4931.03,1,0.15,格力 智能马桶 Advanced,5个/套
46,6,817.2,15,0.1,美的 智能音箱 Advanced,5个/套
47,2,6217.74,14,0.05,三星 智能门锁 Advanced,2个/包
47,4,7509.8,4,0.15,博世 智能洗衣机 Basic,1套/箱
47,5,5004.75,5,0.0,格力 智能马桶 Advanced,5个/套
47,7,6231.66,10,0.0,苹果 智能门锁 Elite,5个/套
47,10,5708.23,15,0.0,松下 智能空调 Basic,3个/套
48,4,7733.86,1,0.2,博世 智能洗衣机 Basic,1套/箱
48,6,865.07,6,0.15,美的 智能音箱 Advanced,5个/套
48,7,6749.09,15,0.2,苹果 智能门锁 Elite,5个/套
48,9,3694.22,12,0.2,小米 智能手环 Mini,1台/件
48,10,5849.5,7,0.2,松下 智能空调 Basic,3个/套
49,7,6636.69,19,0.0,苹果 智能门锁 Elite,5个/套
49,9,3425.99,7,0.05,小米 智能手环 Mini,1台/件
50,2,6395.14,2,0.05,三星 智能门锁 Advanced,2个/包
50,3,7208.1,3,0.15,博世 智能音箱 Advanced,2个/包
50,7,6470.59,13,0.1,苹果 智能门锁 Elite,5个/套
51,2,6367.42,6,0.2,三星 智能门锁 Advanced,2个/包
51,4,7821.87,4,0.1,博世 智能洗衣机 Basic,1套/箱
51,6,885.03,18,0.0,美的 智能音箱 Advanced,5个/套
51,9,3694.92,16,0.1,小米 智能手环 Mini,1台/件
51,10,5783.09,10,0.0,松下 智能空调 Basic,3个/套
52,3,7458.68,9,0.0,博世 智能音箱 Advanced,2个/包
52,5,5281.96,10,0.05,格力 智能马桶 Advanced,5个/套
53,1,6890.27,3,0.2,华为 智能空气净化器 Basic,3个/套
54,5,5029.45,1,0.05,格力 智能马桶 Advanced,5个/套
55,1,7093.83,20,0.0,华为 智能空气净化器 Basic,3个/套
55,2,6083.69,13,0.1,三星 智能门锁 Advanced,2个/包
55,3,7266.41,12,0.0,博世 智能音箱 Advanced,2个/包
55,6,866.26,17,0.1,美的 智能音箱 Advanced,5个/套
56,4,8107.62,7,0.05,博世 智能洗衣机 Basic,1套/箱
56,7,6446.88,10,0.2,苹果 智能门锁 Elite,5个/套
57,2,6155.42,4,0.2,三星 智能门锁 Advanced,2个/包
57,4,7977.99,1,0.2,博世 智能洗衣机 Basic,1套/箱
58,2,6160.39,11,0.05,三星 智能门锁 Advanced,2个/包
58,4,7675.55,10,0.15,博世 智能洗衣机 Basic,1套/箱
58,7,6434.04,13,0.0,苹果 智能门锁 Elite,5个/套
58,10,6116.45,17,0.05,松下 智能空调 Basic,3个/套
59,6,871.49,1,0.0,美的 智能音箱 Advanced,5个/套
59,9,3680.15,4,0.15,小米 智能手环 Mini,1台/件
60,4,7803.22,13,0.0,博世 智能洗衣机 Basic,1套/箱
61,1,7061.74,13,0.15,华为 智能空气净化器 Basic,3个/套
62,1,7131.0,14,0.05,华为 智能空气净化器 Basic,3个/套
62,4,7601.93,17,0.1,博世 智能洗衣机 Basic,1套/箱
62,5,5071.13,12,0.05,格力 智能马桶 Advanced,5个/套
63,1,7269.21,7,0.1,华为 智能空气净化器 Basic,3个/套
64,4,7945.33,6,0.1,博世 智能洗衣机 Basic,1套/箱
64,6,874.75,19,0.05,美的 智能音箱 Advanced,5个/套
64,7,6345.18,3,0.05,苹果 智能门锁 Elite,5个/套
65,3,7059.33,17,0.2,博世 智能音箱 Advanced,2个/包
66,1,7115.28,10,0.2,华为 智能空气净化器 Basic,3个/套
66,4,7950.5,5,0.15,博世 智能洗衣机 Basic,1套/箱
66,6,871.37,5,0.05,美的 智能音箱 Advanced,5个/套
66,10,5684.49,13,0.2,松下 智能空调 Basic,3个/套
67,1,6921.37,5,0.05,华为 智能空气净化器 Basic,3个/套
67,3,6906.51,14,0.15,博世 智能音箱 Advanced,2个/包
67,4,7739.15,14,0.0,博世 智能洗衣机 Basic,1套/箱
67,5,5109.73,5,0.05,格力 智能马桶 Advanced,5个/套
67,10,5887.46,5,0.15,松下 智能空调 Basic,3个/套
68,9,3500.28,14,0.2,小米 智能手环 Mini,1台/件
69,2,6448.5,9,0.15,三星 智能门锁 Advanced,2个/包
69,4,7994.65,13,0.05,博世 智能洗衣机 Basic,1套/箱
69,7,6244.05,18,0.15,苹果 智能门锁 Elite,5个/套
69,9,3600.57,12,0.2,小米 智能手环 Mini,1台/件
69,10,5988.7,7,0.0,松下 智能空调 Basic,3个/套
70,1,6665.82,7,0.05,华为 智能空气净化器 Basic,3个/套
70,4,8153.18,4,0.15,博世 智能洗衣机 Basic,1套/箱
70,6,867.54,20,0.1,美的 智能音箱 Advanced,5个/套
70,7,6441.02,13,0.1,苹果 智能门锁 Elite,5个/套
70,9,3367.56,18,0.2,小米 智能手环 Mini,1台/件
71,2,6008.91,13,0.15,三星 智能门锁 Advanced,2个/包
71,4,7981.28,5,0.0,博世 智能洗衣机 Basic,1套/箱
71,6,885.25,17,0.2,美的 智能音箱 Advanced,5个/套
71,9,3499.86,12,0.05,小米 智能手环 Mini,1台/件
71,10,5800.3,16,0.2,松下 智能空调 Basic,3个/套
72,1,6973.3,1,0.1,华为 智能空气净化器 Basic,3个/套
72,3,6769.4,5,0.1,博世 智能音箱 Advanced,2个/包
72,4,8008.87,8,0.05,博世 智能洗衣机 Basic,1套/箱
72,9,3376.31,12,0.15,小米 智能手环 Mini,1台/件
72,10,5747.88,12,0.2,松下 智能空调 Basic,3个/套
73,1,7195.39,7,0.15,华为 智能空气净化器 Basic,3个/套
73,2,5993.83,3,0.15,三星 智能门锁 Advanced,2个/包
73,4,7526.6,10,0.2,博世 智能洗衣机 Basic,1套/箱
73,7,6677.58,14,0.05,苹果 智能门锁 Elite,5个/套
74,2,6216.47,12,0.05,三星 智能门锁 Advanced,2个/包
74,3,6795.64,17,0.05,博世 智能音箱 Advanced,2个/包
74,7,6616.64,12,0.1,苹果 智能门锁 Elite,5个/套
75,1,6966.65,18,0.1,华为 智能空气净化器 Basic,3个/套
76,2,6037.93,8,0.1,三星 智能门锁 Advanced,2个/包
76,5,5156.5,6,0.05,格力 智能马桶 Advanced,5个/套
76,6,827.94,8,0.0,美的 智能音箱 Advanced,5个/套
77,6,840.58,7,0.15,美的 智能音箱 Advanced,5个/套
78,1,7199.86,19,0.2,华为 智能空气净化器 Basic,3个/套
78,3,6814.16,14,0.0,博世 智能音箱 Advanced,2个/包
78,5,5277.6,1,0.1,格力 智能马桶 Advanced,5个/套
78,6,842.1,9,0.0,美的 智能音箱 Advanced,5个/套
78,10,5853.82,14,0.15,松下 智能空调 Basic,3个/套
79,4,7699.29,20,0.2,博世 智能洗衣机 Basic,1套/箱
79,5,4834.58,8,0.05,格力 智能马桶 Advanced,5个/套
79,10,5793.76,19,0.0,松下 智能空调 Basic,3个/套
80,1,6813.16,9,0.05,华为 智能空气净化器 Basic,3个/套
80,10,6239.13,16,0.2,松下 智能空调 Basic,3个/套
81,2,6406.59,15,0.2,三星 智能门锁 Advanced,2个/包
81,9,3440.64,11,0.1,小米 智能手环 Mini,1台/件
81,10,5928.8,7,0.2,松下 智能空调 Basic,3个/套
82,2,6368.67,20,0.15,三星 智能门锁 Advanced,2个/包
82,4,7452.1,17,0.0,博世 智能洗衣机 Basic,1套/箱
82,6,892.03,9,0.2,美的 智能音箱 Advanced,5个/套
83,1,6646.63,2,0.15,华为 智能空气净化器 Basic,3个/套
83,5,5161.82,8,0.05,格力 智能马桶 Advanced,5个/套
83,6,865.81,18,0.05,美的 智能音箱 Advanced,5个/套
83,10,6128.76,9,0.0,松下 智能空调 Basic,3个/套
84,1,6806.11,20,0.1,华为 智能空气净化器 Basic,3个/套
84,6,809.6,5,0.05,美的 智能音箱 Advanced,5个/套
84,10,5817.35,11,0.2,松下 智能空调 Basic,3个/套
85,9,3657.25,6,0.2,小米 智能手环 Mini,1台/件
86,3,7463.3,15,0.2,博世 智能音箱 Advanced,2个/包
86,4,7419.79,2,0.2,博世 智能洗衣机 Basic,1套/箱
86,5,4829.22,19,0.0,格力 智能马桶 Advanced,5个/套
86,9,3463.69,3,0.2,小米 智能手环 Mini,1台/件
86,10,5751.48,3,0.15,松下 智能空调 Basic,3个/套
87,1,6637.9,12,0.2,华为 智能空气净化器 Basic,3个/套
87,2,6345.31,11,0.0,三星 智能门锁 Advanced,2个/包
87,3,7192.28,1,0.0,博世 智能音箱 Advanced,2个/包
87,6,871.89,10,0.0,美的 智能音箱 Advanced,5个/套
88,6,869.06,5,0.0,美的 智能音箱 Advanced,5个/套
89,3,7475.39,8,0.1,博世 智能音箱 Advanced,2个/包
89,4,7763.14,5,0.15,博世 智能洗衣机 Basic,1套/箱
89,7,6375.74,4,0.2,苹果 智能门锁 Elite,5个/套
90,1,6758.01,7,0.0,华为 智能空气净化器 Basic,3个/套
90,5,4889.69,2,0.15,格力 智能马桶 Advanced,5个/套
90,7,6479.01,18,0.0,苹果 智能门锁 Elite,5个/套
90,9,3543.27,10,0.05,小米 智能手环 Mini,1台/件
91,1,7170.72,14,0.05,华为 智能空气净化器 Basic,3个/套
91,3,6795.27,9,0.2,博世 智能音箱 Advanced,2个/包
91,6,847.32,20,0.15,美的 智能音箱 Advanced,5个/套
91,10,5845.78,6,0.05,松下 智能空调 Basic,3个/套
92,1,7115.12,20,0.0,华为 智能空气净化器 Basic,3个/套
93,2,5924.36,20,0.05,三星 智能门锁 Advanced,2个/包
93,6,879.35,20,0.05,美的 智能音箱 Advanced,5个/套
93,9,3494.77,6,0.15,小米 智能手环 Mini,1台/件
94,1,7224.0,1,0.15,华为 智能空气净化器 Basic,3个/套
94,3,7124.82,4,0.15,博世 智能音箱 Advanced,2个/包
94,5,4870.32,5,0.15,格力 智能马桶 Advanced,5个/套
94,6,875.8,10,0.05,美的 智能音箱 Advanced,5个/套
94,10,5874.23,8,0.0,松下 智能空调 Basic,3个/套
95,1,7074.08,9,0.0,华为 智能空气净化器 Basic,3个/套
95,4,7735.65,9,0.0,博世 智能洗衣机 Basic,1套/箱
96,2,6336.6,13,0.05,三星 智能门锁 Advanced,2个/包
96,10,5890.6,4,0.0,松下 智能空调 Basic,3个/套
97,1,6995.91,7,0.2,华为 智能空气净化器 Basic,3个/套
97,7,6265.12,8,0.05,苹果 智能门锁 Elite,5个/套
98,2,6031.99,16,0.05,三星 智能门锁 Advanced,2个/包
98,4,8113.16,6,0.1,博世 智能洗衣机 Basic,1套/箱
98,6,890.99,17,0.15,美的 智能音箱 Advanced,5个/套
98,10,6090.49,2,0.2,松下 智能空调 Basic,3个/套
99,3,7162.93,13,0.05,博世 智能音箱 Advanced,2个/包
99,7,6248.48,9,0.2,苹果 智能门锁 Elite,5个/套
99,10,6059.67,20,0.2,松下 智能空调 Basic,3个/套
100,1,7159.93,1,0.2,华为 智能空气净化器 Basic,3个/套
100,2,6176.45,15,0.1,三星 智能门锁 Advanced,2个/包
100,4,7548.99,15,0.2,博世 智能洗衣机 Basic,1套/箱
100,6,880.48,19,0.1,美的 智能音箱 Advanced,5个/套
